country,iso3,year,indicator,indicator_name,value,label
Colombia,COL,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-0.410230298426796,"PIB pc (crec. %, real) [8.1]"
Colombia,COL,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.656437667018352,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2015,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),7.46807676647016,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2016,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),6.50991456114522,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2017,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),6.61862070026751,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2018,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),3.97407545942133,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2019,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),5.48664148021712,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2020,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),3.22311599492807,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2021,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.85565763078523,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2022,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.59539967644373,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),3.85475025230436,"PIB pc (crec. %, real) [8.1]"
Ethiopia,ETH,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),4.57966778910016,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2015,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.776507671684243,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2016,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.47229261688244,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2017,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.33286596055396,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2018,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.813017363439201,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2019,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.76040219541116,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2020,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-4.17345323463887,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2021,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),3.62612870918142,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2022,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.641609114499019,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-0.38998869126668,"PIB pc (crec. %, real) [8.1]"
Germany,DEU,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.228526174174277,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2015,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-0.0454395053176881,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2016,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.398402974127237,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2017,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.12394427912376,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2018,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.326678559605597,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2019,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-2.98683711868885,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2020,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-4.49816442182016,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2021,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-2.92695804339543,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2022,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-2.7846808475344,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-2.99212843762332,"PIB pc (crec. %, real) [8.1]"
Haiti,HTI,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-5.26984833324718,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2015,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.66846511717627,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2016,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.805362824501671,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2017,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.75861180168305,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2018,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.771168471505248,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2019,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-0.262170828573062,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2020,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-3.88641911578898,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2021,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),3.17001738751661,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2022,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.39102754851621,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.97080161121153,"PIB pc (crec. %, real) [8.1]"
Japan,JPN,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.520666034926037,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2015,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.60971012855097,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2016,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.790955211695035,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2017,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.923425367204686,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2018,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.01136619999065,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2019,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-1.33462176886584,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2020,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-9.10287153026798,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2021,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),5.34306679081725,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2022,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.93285765177889,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.39838816655337,"PIB pc (crec. %, real) [8.1]"
Mexico,MEX,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.584780121162638,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2015,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.09361990664132,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2016,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.57623039728159,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2017,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.01943141648242,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2018,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.1018453903506,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2019,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),0.502286291227506,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2020,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-11.989123385761,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2021,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),12.2777396432111,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2022,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.82762015025182,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-1.49255980889144,"PIB pc (crec. %, real) [8.1]"
Peru,PER,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.18017278753871,"PIB pc (crec. %, real) [8.1]"
United States,USA,2015,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.12741138238411,"PIB pc (crec. %, real) [8.1]"
United States,USA,2016,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.02266588951608,"PIB pc (crec. %, real) [8.1]"
United States,USA,2017,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.75014095244312,"PIB pc (crec. %, real) [8.1]"
United States,USA,2018,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.36444249959189,"PIB pc (crec. %, real) [8.1]"
United States,USA,2019,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.05676589936279,"PIB pc (crec. %, real) [8.1]"
United States,USA,2020,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),-2.56180738365786,"PIB pc (crec. %, real) [8.1]"
United States,USA,2021,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),5.8883410395074,"PIB pc (crec. %, real) [8.1]"
United States,USA,2022,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.92386172915427,"PIB pc (crec. %, real) [8.1]"
United States,USA,2023,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),2.03559987696194,"PIB pc (crec. %, real) [8.1]"
United States,USA,2024,NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),1.79735044324696,"PIB pc (crec. %, real) [8.1]"
Argentina,ARG,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),69722.7053276355,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),68102.8907306326,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),69702.6851895696,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),66889.2867265136,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),64545.6690918665,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),63088.8422580423,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),62199.2099349718,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),62416.5815974919,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),59585.9258245395,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),59087.9897702683,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),14411.3748460929,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),15254.5907780982,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),15398.4454288001,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),16150.5698026795,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),17050.8453071746,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),17521.21818587,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),18112.0203623171,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),18760.0240013094,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),19505.0488984303,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Bangladesh,BGD,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),19976.5906900261,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),40241.3603240311,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),39749.3215058047,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),40207.0253818843,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),40287.8207414582,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),39945.5086419838,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),41893.3237282763,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),41904.8315182294,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),40322.9212545869,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),41147.6933819408,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Brazil,BRA,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),42228.5579790539,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),59739.3590035533,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),59993.1837305469,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),59228.2679865208,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),60250.5717770307,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),59490.6161227729,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),64093.5695077388,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),68026.3944331136,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),65161.2748054022,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),63928.4562533417,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Chile,CHL,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),65020.9966667894,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),36355.5637432912,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),36943.6403776327,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),36903.5625254914,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),37412.4444096565,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),38575.0512486464,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),38004.1223580052,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),39876.7885971864,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),41331.834908291,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),40161.956355701,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Colombia,COL,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),40362.6598416382,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),4503.64279008393,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),4857.80961626183,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),5249.09930011303,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),5539.81202719671,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),5937.3545655837,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),6346.96044004726,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),6586.6754646976,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),6699.61202903579,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Ethiopia,ETH,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),6947.4701082195,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
